title1,title2,address1,address2,semantic_similarity
My Sisters,Mystique ,,1418 Spruce ,0.33572644
Mystique ,My Sisters,1418 Spruce ,,0.33572614
Forty-Six Club ,Westbury Hotel Bar ,46 S 52nd St. ,271 S. 15th St. ,0.33330294
Forty-Six Club ,Westbury Hotel Bar ,46 S. 52nd St. ,271 S. 15th St. ,0.33330294
Westbury Hotel Bar ,Forty-Six Club ,217 S. 15th St. ,46 S 52nd St. ,0.33330286
Westbury Hotel Bar ,Forty-Six Club ,217 S. 15th St. ,46 S. 52nd St. ,0.33330286
Westbury Hotel Bar ,Forty-Six Club ,271 S. 15th St. ,46 S 52nd St. ,0.33330286
Westbury Hotel Bar ,Forty-Six Club ,271 S. 15th St. ,46 S. 52nd St. ,0.33330286
Rendezvous II,The Penrose Club ,1308 Drury Lane ,1415 Locust ,0.33328125
Parson's Table ,Forty-Six Club ,26 S. Front St. ,46 S 52nd St. ,0.3332375
Parson's Table ,Forty-Six Club ,26 S. Front St. ,46 S. 52nd St. ,0.3332375
Parson's Table ,Forty-Six Club ,26 S. Front St. ,46 S 52nd St. ,0.3332375
Parson's Table ,Forty-Six Club ,26 S. Front St. ,46 S. 52nd St. ,0.3332375
Foster House ,Pirate's Den,207 S. Quince ,210 S. Camac ,0.3329048
Carey's,Dewey's,23rd & Fairmount,17th & Chancellor,0.33216053
Carey's,Deweys,23rd & Fairmount,Chancelor at 17th St.,0.33216053
V.I.P. Club,Parson's Table ,,26 S. Front St. ,0.33196837
Parson's Table ,V.I.P Club,26 S. Front St. ,,0.33196837
Parson's Table ,V.I.P. Club,26 S. Front St. ,,0.33196822
Parson's Table ,V.I.P Club,26 S. Front St. ,,0.33196822
Attic ,The Penrose Club ,5710 Germantown,1415 Locust ,0.33136725
Attic ,The Penrose Club ,5710 Germantown,1415 Locust ,0.3313672
Attic ,The Penrose Club ,5710 Germantown ,1415 Locust ,0.3313672
Attic ,The Penrose Club ,5710 Germantown ,1415 Locust ,0.3313672
Penrose Club ,Rendezvous II,1415 Locust ,1308 Drury Lane ,0.3313566
Penrose Club ,Rendezvous II,1415 Locust,1308 Drury Lane ,0.33135647
Rendezvous II,Penrose Club ,1308 Drury Lane ,1415 Locust ,0.33135647
Rittenhouse Square,Penrose Club ,,1415 Locust ,0.33063465
Rittenhouse Square,Penrose Club ,,1415 Locust ,0.3306346
Penrose Club ,Rittenhouse Square,1415 Locust,,0.33063456
Drury Lane ,Parker Hotel Bar,1304 Drury Lane ,13th & Spruce,0.33056802
Parker Hotel Bar,Drury Lane ,13th & Spruce,1304 Drury Lane ,0.33056802
Parker Hotel Bar,Drury Lane,13th & Spruce,1308 Drury Lane,0.33056802
Parker Hotel Bar,Drury Lane ,13th & Spruce,1308 Drury ,0.33056802
Parker Hotel Bar,Drury Lane,13th & Spruce,1308 Drury Lane,0.33056802
Parker Hotel Bar,Drury Lane ,13th & Spruce,1308 Drury ,0.33056802
Drury Lane ,Parker Hotel Bar,1304 Drury Lane ,13th & Spruce,0.33056784
Drury Lane ,Parker Hotel Bar,1304 Drury Lane ,13th & Spruce,0.33056784
The Steps,Two-Forty-Seven ,1526 Delaney ,247 17th St. ,0.33024567
V.I.P. Club,Midway ,,256 S. 12th St. ,0.33016834
Midway ,V.I.P Club,256 S. 12th St. ,,0.33016834
Midway,V.I.P. Club,256 S. 12th St. ,,0.33016813
Midway,V.I.P Club,256 S. 12th St. ,,0.33016813
V.I.P. Club,Midway ,,256 S. 12th St. ,0.33016813
V.I.P. Club,Midway ,,256 S. 12th St. ,0.33016813
V.I.P Club,Midway ,,256 S. 12th St. ,0.33016813
V.I.P Club,Midway ,,256 S. 12th St. ,0.33016813
Rendezvous II,Forty-Six Club ,1308 Drury Lane ,46 S 52nd St. ,0.32986993
Rendezvous II,Forty-Six Club ,1308 Drury Lane ,46 S. 52nd St. ,0.32986993
PBL Club ,Varsity Room,204 Quince ,Quince & Walnut,0.32970604
P.B.L. Club ,Varsity Room,204 S. Quince ,Quince & Walnut,0.329706
P.B.L Club ,Varsity Room,204 S. Quince ,Quince & Walnut,0.329706
Forrest Bar ,V.I.P. Club,206 S. Quince ,,0.32964802
Forrest Bar ,V.I.P Club,206 S. Quince ,,0.32964802
V.I.P. Club,Forrest Bar ,,206 S. Quince ,0.32964802
V.I.P. Club,Forrest Bar ,,206 S. Quince ,0.32964802
V.I.P Club,Forrest Bar ,,206 S. Quince ,0.32964802
V.I.P Club,Forrest Bar ,,206 S. Quince ,0.32964802
V.I.P. Club,Forrest Bar ,,206 S. Quince ,0.329648
Forrest Bar ,V.I.P Club,206 S. Quince ,,0.329648
C.R. Club ,Westbury Hotel ,6400 Market ,271 S 15th St. ,0.32927287
Club Thirteen ,Westbury Hotel Bar ,214 S. 13th St. ,217 S. 15th St. ,0.3290554
Club Thirteen ,Westbury Hotel Bar ,214 S. 13th St. ,271 S. 15th St. ,0.3290554
Club Thirteen ,Westbury Hotel Bar ,214 S. 13th St. ,271 S. 15th St. ,0.3290554
Westbury Hotel Bar ,Club Thirteen ,217 S. 15th St. ,214 S. 13th St. ,0.3290554
Westbury Hotel Bar ,Club Thirteen ,217 S. 15th St. ,214 S. 13th St. ,0.3290554
Westbury Hotel Bar ,Club Thirteen ,217 S. 15th St. ,214 S. 13th St. ,0.3290554
Club Thirteen ,Westbury Hotel Bar ,214 S. 13th St. ,271 S. 15th St. ,0.3290554
Club Thirteen ,Westbury Hotel Bar ,214 S. 13th St. ,271 S. 15th St. ,0.3290554
Westbury Hotel Bar ,Club Thirteen ,271 S. 15th St. ,214 S. 13th St. ,0.3290554
Westbury Hotel Bar ,Club Thirteen ,271 S. 15th St. ,214 S. 13th St. ,0.3290554
Club Thirteen ,Westbury Hotel Bar ,214 S. 13th St. ,271 S. 15th St. ,0.3290554
Club Thirteen ,Westbury Hotel Bar ,214 S. 13th St. ,271 S. 15th St. ,0.3290554
Baron's Variety Lounge ,Rittenhouse Square,1116 Walnut ,,0.32787207
C.R. Club ,Miss P's ,6400 Market ,418 S. 18th St. ,0.3276283
Pirate's Den,Parker Hotel Bar,210 S. Camac ,13th & Spruce,0.32756633
Parker Hotel Bar,Pirate's Den,13th & Spruce,210 S. Camac ,0.32756624
Dewey's Coffee Shop,Drury Lane ,13th & Chancellor,1304 Drury Lane ,0.32756266
Dewey's Coffee Shop,Drury Lane ,17th & Chancellor,1304 Drury Lane ,0.32756266
Dewey's Coffee Shop,Drury Lane ,13th & Chancellor,1304 Drury Lane ,0.32756266
Dewey's Coffee Shop,Drury Lane ,17th & Chancelor,1304 Drury Lane ,0.32756266
Dewey's Coffee Shop,Drury Lane ,13th & Chancellor,1304 Drury Lane ,0.32756257
Dewey's Coffee Shop,Drury Lane,13th & Chancellor,1308 Drury Lane,0.32756257
Dewey's Coffee Shop,Drury Lane ,13th & Chancellor,1308 Drury ,0.32756257
Dewey's Coffee Shop,Drury Lane ,17th & Chancellor,1304 Drury Lane ,0.32756257
Dewey's Coffee Shop,Drury Lane,17th & Chancellor,1308 Drury Lane,0.32756257
Dewey's Coffee Shop,Drury Lane ,17th & Chancellor,1308 Drury ,0.32756257
Drury Lane ,Dewey's Coffee Shop,1304 Drury Lane ,13th & Chancellor,0.32756257
Drury Lane ,Dewey's Coffee Shop,1304 Drury Lane ,17th & Chancelor,0.32756257
Dewey's Coffee Shop,Drury Lane,13th & Chancellor,1308 Drury Lane,0.32756257
Dewey's Coffee Shop,Drury Lane ,13th & Chancellor,1308 Drury ,0.32756257
Dewey's Coffee Shop,Drury Lane,17th & Chancelor,1308 Drury Lane,0.32756257
Dewey's Coffee Shop,Drury Lane ,17th & Chancelor,1308 Drury ,0.32756257
Forrest Bar ,Forty-Six Club ,206 S. Quince ,46 S 52nd St. ,0.32685667
Forrest Bar ,Forty-Six Club ,206 S. Quince ,46 S. 52nd St. ,0.32685667
Forrest Bar ,Forty-Six Club ,206 S. Quince ,46 S 52nd St. ,0.32685667
Forrest Bar ,Forty-Six Club ,206 S. Quince ,46 S. 52nd St. ,0.32685667
Forrest Bar ,Forty-Six Club ,206 S. Quince ,46 S 52nd St. ,0.3268565
Forrest Bar ,Forty-Six Club ,206 S. Quince ,46 S. 52nd St. ,0.3268565
Forrest Bar ,Forty-Six Club ,206 S. Quince ,46 S 52nd St. ,0.3268565
Forrest Bar ,Forty-Six Club ,206 S. Quince ,46 S. 52nd St. ,0.3268565
Ritz Bar,Attic ,13th near Market,5710 Germantown,0.3254141
Attic ,Ritz Bar,5710 Germantown,13th near Market,0.32541403
Attic ,Ritz Bar,5710 Germantown,13th near Market,0.32541403
Ritz Bar,Attic ,13th near Market,5710 Germantown ,0.32541403
Ritz Bar,Attic ,13th near Market,5710 Germantown ,0.32541403
Attic ,Ritz Bar,5710 Germantown ,13th near Market,0.32541403
Ritz Bar,Attic ,13th near Market,5710 Germantown ,0.32541403
Ritz Bar,Attic ,13th near Market,5710 Germantown,0.325414
Varsity Room,Westbury Hotel Bar ,Quince & Walnut,271 S. 15th St. ,0.3252356
Westbury Hotel Bar ,Varsity Room,217 S. 15th St. ,Quince & Walnut,0.32523552
Westbury Hotel Bar ,Varsity Room,271 S. 15th St. ,Quince & Walnut,0.32523552
Forrest Bar ,Peyton Place ,206 S. Quince ,1308 Drury Lane ,0.32479188
Forrest Bar ,Peyton Place ,206 S. Quince ,1308 Drury Lane ,0.32479188
Forrest Bar ,Peyton Place ,206 S. Quince ,1308 Drury Lane ,0.32479167
Forrest Bar ,Peyton Place ,206 S. Quince ,1308 Drury Lane ,0.32479167
P.B.L. Club ,Westbury Hotel Bar ,204 S. Quince ,217 S. 15th St. ,0.32459214
P.B.L. Club ,Westbury Hotel Bar ,204 S. Quince ,271 S. 15th St. ,0.32459214
Westbury Hotel Bar ,PBL Club ,217 S. 15th St. ,204 Quince ,0.32459214
Westbury Hotel Bar ,PBL Club ,271 S. 15th St. ,204 Quince ,0.32459214
P.B.L. Club ,Westbury Hotel Bar ,204 S. Quince ,271 S. 15th St. ,0.32459196
Westbury Hotel Bar ,P.B.L Club ,217 S. 15th St. ,204 S. Quince ,0.32459196
P.B.L Club ,Westbury Hotel Bar ,204 S. Quince ,271 S. 15th St. ,0.32459196
P.B.L Club ,Westbury Hotel Bar ,204 S. Quince ,271 S. 15th St. ,0.32459196
PBL Club ,Westbury Hotel Bar ,204 Quince ,271 S. 15th St. ,0.32459196
Teddy's Bar ,Terminal Bar,418 S. 18th St. ,Broad & Olney,0.32363206
Teddy's bar,Terminal Bar,Broad & Olney,Broad & Olney,0.32363206
Teddy's bar,Terminal bar,Broad & Olney,Broad & Olner,0.32363206
Teddy's Bar ,Terminal Bar,418 S. 18th St. ,Broad & Olney,0.32363206
Teddy's Bar ,Terminal bar,418 S. 18th St. ,Broad & Olner,0.32363206
Teddy's Bar ,Terminal Bar,418 S. 18th St. ,Broad & Olney,0.32363203
Teddy's Bar ,Terminal bar,418 S. 18th St. ,Broad & Olner,0.32363203
Terminal Bar,Teddy's bar,Broad & Olney,Broad & Olney,0.32363203
Terminal Bar,Teddy's Bar ,Broad & Olney,418 S. 18th St. ,0.32363203
Teddy's Bar ,Buddy's,418 S. 18th St. ,13th & Commerce,0.3226349
Buddy's,Teddy's bar,13th & Commerce,Broad & Olney,0.32263485
Buddy's,Teddy's Bar ,13th & Commerce,418 S. 18th St. ,0.32263485
C.R. Club ,Teddy's Bar ,6400 Market ,418 S. 18th St. ,0.32261625
C.R. Club ,Teddy's bar,6400 Market ,Broad & Olney,0.32261625
C.R. Club ,Teddy's Bar ,6400 Market ,418 S. 18th St. ,0.32261625
Miss P's ,SK Bar ,418 S. 18th St. ,2 S. Mole St. ,0.32247078
C.R. Club ,Pirate's Den,6400 Market ,210 S. Camac ,0.32186082
The Penrose Club ,Varsity Room,1415 Locust ,Quince & Walnut,0.32175314
Parker Hotel Bar,Varsity Room,13th & Spruce,Quince & Walnut,0.32163262
Parker Hotel Bar,Varsity Room,13th & Spruce,Quince & Walnut,0.32163262
Frank's ,Pirate's Den,347 S. 13th ,210 S. Camac ,0.32153472
Carey's,Buddy's,23rd & Fairmount,13th & Commerce,0.32114467
Midway,Westbury Hotel ,256 S. 12th St. ,271 S 15th St. ,0.3204564
Midway ,Westbury Hotel ,256 S. 12th St. ,271 S 15th St. ,0.3204564
Midway ,Westbury Hotel ,256 S. 12th St. ,271 S 15th St. ,0.3204564
Midway ,Westbury Hotel ,256 S. 12th St. ,271 S 15th St. ,0.3204564
Baron's Variety Lounge ,Drury Lane ,1116 Walnut ,1304 Drury Lane ,0.3199094
Baron's Variety Lounge ,Drury Lane,1116 Walnut ,1308 Drury Lane,0.3199094
Baron's Variety Lounge ,Drury Lane ,1116 Walnut ,1308 Drury ,0.3199094
Baron's Variety Lounge ,Drury Lane ,1116 Walnut ,1304 Drury Lane ,0.31990927
Midway,Peyton Place ,256 S. 12th St. ,1308 Drury Lane ,0.31981927
Midway ,Peyton Place ,256 S. 12th St. ,1308 Drury Lane ,0.31981927
Midway ,Peyton Place ,256 S. 12th St. ,1308 Drury Lane ,0.31981906
Midway ,Peyton Place ,256 S. 12th St. ,1308 Drury Lane ,0.31981906
Attic ,Penrose Club ,5710 Germantown,1415 Locust ,0.31945074
Penrose Club ,Attic ,1415 Locust,5710 Germantown,0.31945074
Penrose Club ,Attic ,1415 Locust ,5710 Germantown,0.31945074
Attic ,Penrose Club ,5710 Germantown,1415 Locust ,0.31945074
Attic ,Penrose Club ,5710 Germantown,1415 Locust ,0.3194507
Penrose Club ,Attic ,1415 Locust,5710 Germantown ,0.3194507
Penrose Club ,Attic ,1415 Locust,5710 Germantown ,0.3194507
Attic ,Penrose Club ,5710 Germantown ,1415 Locust ,0.3194507
Attic ,Penrose Club ,5710 Germantown ,1415 Locust ,0.3194507
Attic ,Penrose Club ,5710 Germantown,1415 Locust,0.31945056
Attic ,Penrose Club ,5710 Germantown ,1415 Locust ,0.31945056
Penrose Club ,Attic ,1415 Locust ,5710 Germantown ,0.31945056
Parker Hotel Bar,Attic ,13th & Spruce,5710 Germantown,0.319038
Attic ,Parker Hotel Bar,5710 Germantown,13th & Spruce,0.31903788
Parker Hotel Bar,Attic ,13th & Spruce,5710 Germantown ,0.31903788
Parker Hotel Bar,Attic ,13th & Spruce,5710 Germantown ,0.31903788
Parker Hotel Bar,Attic ,13th & Spruce,5710 Germantown,0.31903785
Attic ,Parker Hotel Bar,5710 Germantown,13th & Spruce,0.3190378
Attic ,Parker Hotel Bar,5710 Germantown ,13th & Spruce,0.3190378
Parker Hotel Bar,Attic ,13th & Spruce,5710 Germantown ,0.3190378
Baron's Variety Lounge ,Dewey's Coffee Shop,1116 Walnut ,13th & Chancellor,0.31810626
Baron's Variety Lounge ,Dewey's Coffee Shop,1116 Walnut ,17th & Chancelor,0.31810626
Baron's Variety Lounge ,Dewey's Coffee Shop,1116 Walnut ,13th & Chancellor,0.31810614
Baron's Variety Lounge ,Dewey's Coffee Shop,1116 Walnut ,17th & Chancellor,0.31810614
Drury Lane ,Midway ,1304 Drury Lane ,256 S. 12th St. ,0.31712607
Drury Lane ,Midway ,1304 Drury Lane ,256 S. 12th St. ,0.31712607
Drury Lane ,Midway ,1304 Drury Lane ,256 S. 12th St. ,0.31712607
Midway,Drury Lane ,256 S. 12th St. ,1304 Drury Lane ,0.31712607
Midway,Drury Lane,256 S. 12th St. ,1308 Drury Lane,0.31712607
Midway,Drury Lane ,256 S. 12th St. ,1308 Drury ,0.31712607
Drury Lane ,Midway ,1304 Drury Lane ,256 S. 12th St. ,0.31712607
Drury Lane ,Midway ,1304 Drury Lane ,256 S. 12th St. ,0.31712607
Midway ,Drury Lane,256 S. 12th St. ,1308 Drury Lane,0.31712607
Midway ,Drury Lane ,256 S. 12th St. ,1308 Drury ,0.31712607
Drury Lane ,Midway,1304 Drury Lane ,256 S. 12th St. ,0.31712592
Drury Lane ,Midway ,1304 Drury Lane ,256 S. 12th St. ,0.31712592
Drury Lane,Midway ,1308 Drury Lane,256 S. 12th St. ,0.31712592
Drury Lane,Midway ,1308 Drury Lane,256 S. 12th St. ,0.31712592
Drury Lane ,Midway ,1308 Drury ,256 S. 12th St. ,0.31712592
Drury Lane ,Midway ,1308 Drury ,256 S. 12th St. ,0.31712592
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683287
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683287
Club Thirteen ,Allegro ,214 S. 13th St. ,1412 Spruce ,0.31683287
Club Thirteen ,Allegro ,214 S. 13th St. ,1412 Spruce ,0.31683287
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683284
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683284
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683284
Club Thirteen ,Allegro ,214 S. 13th St. ,1412 Spruce ,0.31683284
Club Thirteen ,Allegro ,214 S. 13th St. ,1412 Spruce ,0.31683284
Club Thirteen ,Allegro ,214 S. 13th St. ,1412 Spruce ,0.31683284
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683284
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683284
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683284
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683284
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683284
Allegro ,Club Thirteen ,1412 Spruce ,214 S. 13th St. ,0.31683284
Drury Lane ,Spruce St. from Broad St. to area of Rittenhouse Square,1304 Drury Lane ,,0.31681964
Drury Lane ,Spruce St. from Broad St. to area of Rittenhouse Square,1304 Drury Lane ,,0.31681964
Spruce St. from Broad St. to area of Rittenhouse Square,Drury Lane,,1308 Drury Lane,0.31681964
Spruce St. from Broad St. to area of Rittenhouse Square,Drury Lane ,,1308 Drury ,0.31681964
Forty-Six Club ,Teddy's bar,46 S 52nd St. ,Broad & Olney,0.31649673
Forty-Six Club ,Teddy's Bar ,46 S 52nd St. ,418 S. 18th St. ,0.31649673
Forty-Six Club ,Teddy's bar,46 S. 52nd St. ,Broad & Olney,0.31649673
Forty-Six Club ,Teddy's Bar ,46 S. 52nd St. ,418 S. 18th St. ,0.31649673
Teddy's Bar ,Forty-Six Club ,418 S. 18th St. ,46 S 52nd St. ,0.31649664
Teddy's Bar ,Forty-Six Club ,418 S. 18th St. ,46 S. 52nd St. ,0.31649664
Rittenhouse Square,Ritz Bar,,13th near Market,0.31600806
Rittenhouse Square,Ritz Bar,,13th near Market,0.31600803
Pirate's Den,SK Bar ,210 S. Camac ,2 S. Mole St. ,0.31554884
Miss P's ,Buddy's,418 S. 18th St. ,13th & Commerce,0.3155258
Rusty's,Teddy's Bar ,Quince & Walnut,418 S. 18th St. ,0.31509477
Rusty's,Teddy's bar,Quince & Walnut,Broad & Olney,0.31509477
Rusty's,Teddy's Bar ,Quince & Walnut,418 S. 18th St. ,0.31509477
Rusty's,Teddy's bar,Quince & Walnut,Broad & Olney,0.31509477
Rusty's,Teddy's Bar ,Quince & Walnut,418 S. 18th St. ,0.31509477
Rusty's,Teddy's Bar ,Quince & Walnut,418 S. 18th St. ,0.3150947
Club Thirteen ,Parson's Table ,214 S. 13th St. ,26 S. Front St. ,0.31504345
Parson's Table ,Club Thirteen ,26 S. Front St. ,214 S. 13th St. ,0.31504345
Parson's Table ,Club Thirteen ,26 S. Front St. ,214 S. 13th St. ,0.31504345
Parson's Table ,Club Thirteen ,26 S. Front St. ,214 S. 13th St. ,0.31504345
Parson's Table ,Club Thirteen ,26 S. Front St. ,214 S. 13th St. ,0.31504345
Parson's Table ,Club Thirteen ,26 S. Front St. ,214 S. 13th St. ,0.31504345
Club Thirteen ,Parson's Table ,214 S. 13th St. ,26 S. Front St. ,0.31504342
Club Thirteen ,Parson's Table ,214 S. 13th St. ,26 S. Front St. ,0.31504342
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371307
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371307
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371307
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371307
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371307
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371307
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371295
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371295
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371295
Forrest Bar ,Club Thirteen ,206 S. Quince ,214 S. 13th St. ,0.31371295
Forrest Bar ,Club Thirteen ,206 S. Quince ,214 S. 13th St. ,0.31371295
Forrest Bar ,Club Thirteen ,206 S. Quince ,214 S. 13th St. ,0.31371295
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371295
Club Thirteen ,Forrest Bar ,214 S. 13th St. ,206 S. Quince ,0.31371295
Forrest Bar ,Club Thirteen ,206 S. Quince ,214 S. 13th St. ,0.31371295
Forrest Bar ,Club Thirteen ,206 S. Quince ,214 S. 13th St. ,0.31371295
R.D. Club,Rittenhouse Square,13th & Locust,,0.31364572
Maxines ,Teddy's Bar ,243 Camac,418 S. 18th St. ,0.3134264
Maxines ,Teddy's bar,243 Camac,Broad & Olney,0.3134264
Maxines ,Teddy's Bar ,243 Camac,418 S. 18th St. ,0.3134264
Maxine's ,Teddy's Bar ,243 Camac,418 S. 18th St. ,0.3134264
Maxine's ,Teddy's bar,243 Camac,Broad & Olney,0.3134264
Maxine's ,Teddy's Bar ,243 Camac,418 S. 18th St. ,0.3134264
Teddy's Bar ,Maxine's ,418 S. 18th St. ,243 Camac ,0.3134264
Teddy's Bar ,Maxine's ,418 S. 18th St. ,243 Camac ,0.3134264
Maxine's ,Teddy's bar,243 Camac ,Broad & Olney,0.3134264
Maxine's ,Teddy's Bar ,243 Camac ,418 S. 18th St. ,0.3134264
Maxine's ,Teddy's bar,243 Camac ,Broad & Olney,0.3134264
Maxine's ,Teddy's Bar ,243 Camac ,418 S. 18th St. ,0.3134264
Penrose Club ,Varsity Room,1415 Locust,Quince & Walnut,0.31330138
Penrose Club ,Varsity Room,1415 Locust ,Quince & Walnut,0.31330138
Penrose Club ,Varsity Room,1415 Locust ,Quince & Walnut,0.31330135
Midway ,SK Bar ,256 S. 12th St. ,2 S. Mole St. ,0.31327105
Midway ,SK Bar ,256 S. 12th St. ,2 S. Mole St. ,0.31327105
Midway,SK Bar ,256 S. 12th St. ,2 S. Mole St. ,0.31327093
Midway ,SK Bar ,256 S. 12th St. ,2 S. Mole St. ,0.31327093
Midway,Parker Hotel Bar,256 S. 12th St. ,13th & Spruce,0.31261778
Parker Hotel Bar,Midway ,13th & Spruce,256 S. 12th St. ,0.31261778
Parker Hotel Bar,Midway ,13th & Spruce,256 S. 12th St. ,0.31261778
Parker Hotel Bar,Midway ,13th & Spruce,256 S. 12th St. ,0.31261778
Parker Hotel Bar,Midway ,13th & Spruce,256 S. 12th St. ,0.31261778
Parker Hotel Bar,Midway ,13th & Spruce,256 S. 12th St. ,0.31261778
Midway,Parker Hotel Bar,256 S. 12th St. ,13th & Spruce,0.31261775
Midway ,Parker Hotel Bar,256 S. 12th St. ,13th & Spruce,0.31261775
Frank's ,Maxines ,347 S. 13th ,243 Camac,0.31252164
Frank's ,Maxine's ,347 S. 13th ,243 Camac,0.3125216
Frank's ,Maxine's ,347 S. 13th ,243 Camac ,0.3125216
Frank's ,Maxine's ,347 S. 13th ,243 Camac ,0.3125216
Forrest Bar ,The Penrose Club ,206 S. Quince ,1415 Locust ,0.31243214
Forrest Bar ,The Penrose Club ,206 S. Quince ,1415 Locust ,0.31243214
Forrest Bar ,The Penrose Club ,206 S. Quince ,1415 Locust ,0.31243205
Forrest Bar ,The Penrose Club ,206 S. Quince ,1415 Locust ,0.31243205
Peyton Place ,Varsity Room,1308 Drury Lane ,Quince & Walnut,0.31195784
Drury Lane ,Spruce St. from 11th to 21st,1304 Drury Lane ,,0.31186914
Spruce St. from 11th to 21st,Drury Lane ,,1304 Drury Lane ,0.31186914
Spruce St. from 11th to 21st,Drury Lane,,1308 Drury Lane,0.31186914
Spruce St. from 11th to 21st,Drury Lane ,,1308 Drury ,0.31186914
Rittenhouse Square,Parker Hotel Bar,,13th & Spruce,0.31152874
Parker Hotel Bar,Rittenhouse Square,13th & Spruce,,0.31152868
Attic ,Dewey's,5710 Germantown,17th & Chancellor,0.31102124
Attic ,Deweys,5710 Germantown,Chancelor at 17th St.,0.31102124
Attic ,Dewey's,5710 Germantown ,17th & Chancellor,0.31102124
Attic ,Deweys,5710 Germantown ,Chancelor at 17th St.,0.31102124
Attic ,Dewey's,5710 Germantown ,17th & Chancellor,0.31102124
Attic ,Deweys,5710 Germantown ,Chancelor at 17th St.,0.31102124
Attic ,Dewey's,5710 Germantown,17th & Chancellor,0.3110211
Attic ,Deweys,5710 Germantown,Chancelor at 17th St.,0.3110211
Pirate's Den,Rittenhouse Square,210 S. Camac ,,0.31047696
Rittenhouse Square,V.I.P. Club,,,0.3100987
Rittenhouse Square,V.I.P Club,,,0.3100987
Attic ,Forty-Six Club ,5710 Germantown,46 S 52nd St. ,0.30986983
Attic ,Forty-Six Club ,5710 Germantown,46 S. 52nd St. ,0.30986983
Attic ,Forty-Six Club ,5710 Germantown ,46 S 52nd St. ,0.30986983
Attic ,Forty-Six Club ,5710 Germantown ,46 S. 52nd St. ,0.30986983
Attic ,Forty-Six Club ,5710 Germantown ,46 S 52nd St. ,0.30986983
Attic ,Forty-Six Club ,5710 Germantown ,46 S. 52nd St. ,0.30986983
Attic ,Forty-Six Club ,5710 Germantown,46 S 52nd St. ,0.30986974
Attic ,Forty-Six Club ,5710 Germantown,46 S. 52nd St. ,0.30986974
Club Thirteen ,Ritz Bar,214 S. 13th St. ,13th near Market,0.30967918
Club Thirteen ,Ritz Bar,214 S. 13th St. ,13th near Market,0.30967918
Club Thirteen ,Ritz Bar,214 S. 13th St. ,13th near Market,0.30967912
Ritz Bar,Club Thirteen ,13th near Market,214 S. 13th St. ,0.30967912
Ritz Bar,Club Thirteen ,13th near Market,214 S. 13th St. ,0.30967912
Ritz Bar,Club Thirteen ,13th near Market,214 S. 13th St. ,0.30967912
Ritz Bar,Club Thirteen ,13th near Market,214 S. 13th St. ,0.30967912
Ritz Bar,Club Thirteen ,13th near Market,214 S. 13th St. ,0.30967912
Midway,Varsity Room,256 S. 12th St. ,Quince & Walnut,0.30940977
Midway ,Varsity Room,256 S. 12th St. ,Quince & Walnut,0.30940977
Midway ,Varsity Room,256 S. 12th St. ,Quince & Walnut,0.30940977
Midway ,Varsity Room,256 S. 12th St. ,Quince & Walnut,0.30940977
C.R. Club ,Parson's Table ,6400 Market ,26 S. Front St. ,0.3090831
C.R. Club ,Parson's Table ,6400 Market ,26 S. Front St. ,0.3090829
C.R. Club ,Drury Lane ,6400 Market ,1304 Drury Lane ,0.30871317
C.R. Club ,Drury Lane,6400 Market ,1308 Drury Lane,0.30871317
C.R. Club ,Drury Lane ,6400 Market ,1308 Drury ,0.30871317
C.R. Club ,Drury Lane ,6400 Market ,1304 Drury Lane ,0.30871302
Indian Queen ,Maxines ,1725 J. F. Kennedy Blvd. ,243 Camac,0.30817464
Indian Queen ,Maxine's ,1725 J. F. Kennedy Blvd. ,243 Camac,0.30817458
Maxines ,Indian Queen ,243 Camac,1725 J. F. Kennedy Blvd. ,0.30817455
